Date,Time,I1,I2,I3,V1N,V2N,V3N
06-07-2023,09:52:00,0,0,0,236.4050026,236.3649979,236.4449997
06-07-2023,09:56:00,0,0,0,237.0566661,237.0166677,237.0999959
06-07-2023,10:00:00,0,0,0,236.1699982,236.1324997,236.2125015
06-07-2023,10:04:00,0,0,0,235.7749977,235.7350006,235.8175011
06-07-2023,10:08:00,0,0,0,236.0250015,235.9874992,236.0675011
06-07-2023,10:12:00,0,0,0,235.8375015,235.7974968,235.8774986
06-07-2023,10:16:00,0,0,0,236.5574989,236.5125008,236.5975037
06-07-2023,10:20:00,0,0,0,237.3733368,237.3333283,237.4133301
06-07-2023,10:24:00,0,0,0,237.0250015,236.9749985,237.0600014
06-07-2023,10:28:00,0,0,0,236.9350014,236.892498,236.9749985
06-07-2023,10:32:00,0,0,0,238.4049988,238.3674965,238.4524994
06-07-2023,10:36:00,0,0,0,239.517498,239.4799995,239.5649986
06-07-2023,10:40:00,0,0,0,238.963328,238.9233348,239.0066681
06-07-2023,10:44:00,0,0,0,239.517498,239.4775009,239.5650024
06-07-2023,10:48:00,0,0,0,243.0175019,242.9774971,243.0650024
06-07-2023,10:52:00,0,0,0,243.4174996,243.3774986,243.465004
06-07-2023,10:56:00,0,0,0,243.7874985,243.7500038,243.8350029
06-07-2023,11:00:00,0,0,0,243.232502,243.1925011,243.2775001
06-07-2023,11:04:00,0,0,0,243.5424957,243.5025024,243.5850029
06-07-2023,11:08:00,0,0,0,243.4033305,243.3633372,243.4466654
06-07-2023,11:12:00,0,0,0,244.4399986,244.4025039,244.4850006
06-07-2023,11:16:00,0,0,0,238.1299973,238.0900001,238.170002
06-07-2023,11:20:00,0,0,0,230.9125023,230.8725014,230.9524994
06-07-2023,11:24:00,0,0,0,229.9650002,229.9300003,229.9999962
06-07-2023,11:28:00,0,0,0,230.7400017,230.7000008,230.7799988
06-07-2023,11:32:00,0,0,0,230.4749985,230.4400024,230.517498
06-07-2023,11:36:00,0,0,0,231.4699961,231.4299978,231.5099996
06-07-2023,11:40:00,0,0,0,230.1074982,230.0724983,230.1475029
06-07-2023,11:44:00,0,0,0,230.6724968,230.6324997,230.7125015
06-07-2023,11:48:00,0,0,0,231.4700012,231.4324989,231.5124969
06-07-2023,11:52:00,0,0,0,230.4724998,230.4324989,230.5100022
06-07-2023,11:56:00,0,0,0,231.142498,231.0999985,231.1800003
06-07-2023,12:00:00,0,0,0,230.7400055,230.699997,230.7700043
06-07-2023,12:04:00,0,0,0,232.6200028,232.579998,232.6575012
06-07-2023,12:08:00,0,0,0,231.9625015,231.9150009,231.9925003
06-07-2023,12:12:00,0,0,0,232.4050026,232.3624992,232.4400025
06-07-2023,12:16:00,0,0,0,232.6725006,232.6324997,232.7099953
06-07-2023,12:20:00,0,0,0,232.7224999,232.6800003,232.7599983
06-07-2023,12:24:00,0,0,0,231.7466685,231.7033335,231.7799988
06-07-2023,12:28:00,0,0,0,234.0649986,234.0225029,234.1025009
06-07-2023,12:32:00,0,0,0,234.3300019,234.2849998,234.3649979
06-07-2023,12:36:00,0,0,0,235.0850029,235.0424957,235.1224976
06-07-2023,12:40:00,0,0,0,233.5299988,233.4875031,233.5675011
06-07-2023,12:44:00,0,0,0,234.2649994,234.2250023,234.3050003
06-07-2023,12:48:00,0,0,0,234.7666677,234.7266642,234.8099976
06-07-2023,12:52:00,0,0,0,233.8024979,233.7625008,233.8449974
06-07-2023,12:56:00,0,0,0,235.1666667,235.1200002,235.2033335
06-07-2023,13:00:00,0,0,0,234.9674988,234.9250031,235.0075035
06-07-2023,13:04:00,0,0,0,236.25,236.206665,236.2866618
